App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
SportCAM,TOOLS,3.2,427,95,100000,Free,0,Everyone,No,No,No
Axe Knight,GAME,4.5,52,33,5000,Free,0,Everyone,Yes,Yes,No
Ad-free Triangle Solver,FAMILY,4.5,118,24,10000,Free,0,Everyone,No,No,No
[adult swim],FAMILY,3.6,21433,21,1000000,Free,0,Mature 17+,Yes,No,No
Santa Fe Indian Market,FAMILY,,4,30,500,Free,0,Everyone,No,No,No
BioLife Plasma Services,MEDICAL,3.5,250,23,100000,Free,0,Everyone,No,No,No
Faraway 3: Arctic Escape,Others,4.4,19519,270,1000000,Free,0,Everyone,Yes,Yes,Yes
라루나 판타지,Others,4.7,27905,270,100000,Free,0,Teen,No,No,Yes
Disney Heroes: Battle Mode,Others,4.1,11671,270,500000,Free,0,Everyone,No,Yes,Yes
My Little Pony: Story Creator,FAMILY,4.2,11002,21,1000000,Free,0,Everyone,No,Yes,No
Warhammer Age of Sigmar: Realm War,Others,3.9,16819,270,500000,Free,0,Teen,Yes,Yes,Yes
Injustice 2,GAME,4.3,312204,36,5000000,Free,0,Teen,Yes,Yes,Yes
"L.POINT - 엘포인트 [ 포인트, 멤버십, 적립, 사용, 모바일 카드, 쿠폰, 롯데]",LIFESTYLE,4,45224,49,5000000,Free,0,Everyone,Yes,No,No
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24,10000000,Free,0,Everyone,No,Yes,No
MDLIVE: Talk to a Doctor 24/7,MEDICAL,3.4,650,27,100000,Free,0,Everyone,No,No,No
"Intimind, meditación mindfulness en Español",HEALTH_AND_FITNESS,4,292,270,50000,Free,0,Everyone,No,Yes,Yes
Bandsintown Concerts,Others,4.6,245265,270,10000000,Free,0,Everyone,Yes,Yes,Yes
1LINE – One Line with One Touch,GAME,4.6,214878,10,10000000,Free,0,Everyone,Yes,Yes,No
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,,19,32,10000,Free,0,Everyone,Yes,No,No
Speed Reading,Others,4.6,10611,11,500000,Free,0,Everyone,Yes,No,No
Miami Crime Vice Town,GAME,4.1,154519,99,10000000,Free,0,Mature 17+,Yes,Yes,No
Florida - Pocket Brainbook,BOOKS_AND_REFERENCE,4.6,7,12,1000,Free,0,Everyone,No,Yes,No
Turbo Downloader,TOOLS,3.9,23348,32,5000000,Free,0,Everyone,Yes,No,No
Alto's Adventure,GAME,4.6,312204,63,10000000,Free,0,Everyone,Yes,Yes,Yes
Black Survival,FAMILY,4.4,48451,52,1000000,Free,0,Teen,Yes,Yes,No
BL IP-Camera,TOOLS,4.3,15,12,100,Paid,3.99,Everyone,No,No,No
WATCHA,Others,4.2,39890,270,5000000,Free,0,Teen,No,Yes,Yes
Battleheart Legacy,FAMILY,4.6,7420,74,50000,Paid,4.99,Teen,No,No,No
Portable Wi-Fi hotspot Free,COMMUNICATION,4,1711,21,100000,Free,0,Everyone,Yes,No,No
Weather Crave,Others,4.2,133338,44,5000000,Free,0,Everyone,Yes,Yes,No
Freedom CU,FINANCE,3.6,117,25,10000,Free,0,Everyone,No,No,No
Tandem - Master Any Language with a Native Speaker,Others,4.4,216764,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Blood Pressure Info,FAMILY,3.9,174423,79,10000000,Free,0,Everyone,Yes,No,No
CE Smart,TOOLS,5,3,29,100,Free,0,Everyone,No,No,No
Everbridge,COMMUNICATION,3.1,497,36,100000,Free,0,Everyone,No,No,No
Truck Driving Test Class 3 BC,FAMILY,1,1,20,50,Paid,1.49,Everyone,No,No,No
AE Jewels 2: Island Adventures,GAME,4.2,652,30,10000,Free,0,Everyone,Yes,Yes,No
Etta Homes,LIFESTYLE,4.2,220,15,50000,Free,0,Everyone,No,No,No
Victoria EC,TOOLS,5,,38,500,Free,0,Everyone,No,No,No
[verify-U] VideoIdent,COMMUNICATION,2.9,83,13,10000,Free,0,Everyone,No,No,No
Cyprus Police,Others,4.2,226,15,10000,Free,0,Everyone 10+,No,No,No
DREAM-e: Dream Analysis A.I.,LIFESTYLE,3.8,89,0.939,10000,Free,0,Everyone,No,No,No
The EO Bar,HEALTH_AND_FITNESS,4.7,416,34,10000,Paid,6.99,Everyone,No,No,No
Dragon City Mobile,Others,4.6,312204,270,19970000,Free,0,Everyone,Yes,Yes,Yes
The Aether: Life as a God,FAMILY,4.1,1407,34,100000,Free,0,Everyone 10+,Yes,Yes,No
EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12,10000,Paid,0.99,Everyone,No,No,No
World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78,5000000,Free,0,Everyone 10+,Yes,Yes,No
Doctor Kids,FAMILY,4.2,200450,25,10000000,Free,0,Everyone,Yes,Yes,No
Yes Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31,1000000,Free,0,Everyone 10+,Yes,Yes,No
"Hindi Songs,Tamil Indian Gana,Bhajan MP3 Music App",Others,4.2,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
HOW TO WRITE A CV,BUSINESS,4.1,489,20,100000,Free,0,Everyone,Yes,No,No
Ayat - Al Quran,FAMILY,4.7,173394,85,5000000,Free,0,Everyone,No,No,No
Flashlight Ultimate,TOOLS,4.6,16936,50,1000000,Free,0,Everyone,Yes,No,No
Chinese Chess / Co Tuong,GAME,4.2,,20,500000,Free,0,Everyone,Yes,Yes,No
BP World Energy,BUSINESS,3.4,25,16,10000,Free,0,Everyone,No,No,No
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,57,10000000,Free,0,Everyone,No,No,No
Mortgage by Zillow: Calculator & Rates,Others,4.3,4435,79,500000,Free,0,Everyone,Yes,No,No
Draw Something Classic,GAME,4.2,312204,43,19970000,Free,0,Everyone,Yes,Yes,No
Bono’s Pit Bar-B-Q,FAMILY,2.3,3,36,1000,Free,0,Everyone 10+,No,No,No
Rent.com Apartment Homes,Others,4,7508,51,1000000,Free,0,Everyone,No,No,No
Flashlight,TOOLS,4.5,162335,49,10000000,Free,0,Everyone,No,No,No
Beat Fire - EDM Music & Gun Sounds,Others,4.4,298367,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Organizer,PRODUCTIVITY,4.4,936,54,50000,Paid,2.99,Everyone,Yes,No,No
Homeopathic Medicine Finder,MEDICAL,3.6,10,15,1000,Free,0,Everyone,No,No,No
Guess The Emoji,GAME,4.5,76627,23,5000000,Free,0,Everyone,Yes,Yes,No
BGKontakti Vienna BG Kontakti,Others,4.8,111,59,1000,Free,0,Everyone,No,No,No
Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35,5000,Paid,1.99,Everyone,No,No,No
蒼之紀元,Others,4.1,11339,270,100000,Free,0,Everyone 10+,No,No,Yes
Hero Hunters,GAME,4.4,70747,99,5000000,Free,0,Teen,Yes,Yes,Yes
Candy Bomb,GAME,4.4,42145,20,10000000,Free,0,Everyone,Yes,No,No
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,4.7,55,54,10000,Free,0,Everyone,No,No,No
"Meet4U - Chat, Love, Singles!",Others,4.2,40035,65,1000000,Free,0,Mature 17+,Yes,Yes,No
Bsc Agri Notes,FAMILY,4.5,301,56,10000,Free,0,Everyone,Yes,No,No
10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,38,100,Paid,1.49,Everyone,No,No,No
Replika,FAMILY,4.5,45458,35,1000000,Free,0,Mature 17+,No,No,No
Mobile Doc Scanner (MDScan) Lite,BUSINESS,,46505,19,1000000,Free,0,Everyone,Yes,Yes,No
Indeed Job Search,BUSINESS,4.6,312204,270,19970000,Free,0,Everyone,Yes,No,Yes
CV Creator,FAMILY,4.4,31,83,10000,Free,0,Everyone,Yes,No,No
MSN Sports - Scores & Schedule,SPORTS,4.5,35394,21,500000,Free,0,Everyone,Yes,No,No
Inch/cm/Foot Conversion,PRODUCTIVITY,4,319,21,100000,Free,0,Everyone,Yes,No,No
K-Rain BL,TOOLS,4,9,33,1000,Free,0,Everyone,No,No,No
Does not Commute,GAME,4,154108,78,5000000,Free,0,Everyone,No,Yes,No
CL e-bank,FINANCE,4,210,37,10000,Free,0,Everyone,No,No,No
Food Truck Chef™ Emily's Restaurant Cooking Games,Others,4.3,268798,270,10000000,Free,0,Everyone,Yes,Yes,Yes
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98,1000000,Free,0,Everyone,Yes,Yes,Yes
Inches to Centimeters,TOOLS,3.6,949,0.411,100000,Free,0,Everyone,Yes,No,No
ACE Elite,FINANCE,4.1,2898,45,100000,Free,0,Everyone,No,No,No
Sona - Nær við allastaðni,LIFESTYLE,4.2,31,25,1000,Free,0,Everyone,No,No,No
EZ PZ RPG,FAMILY,3.8,70903,47,1000000,Free,0,Everyone 10+,No,Yes,No
Cooking Joy 2,Others,4.3,95751,270,5000000,Free,0,Teen,Yes,Yes,Yes
BD Bank Interest,FINANCE,4.7,289,32,5000,Free,0,Everyone,Yes,No,No
MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82,1000000,Free,0,Everyone,Yes,Yes,No
NEXTCHARGE - Charging Stations,Others,4.3,,64,50000,Free,0,Everyone,No,No,No
Luxury Car Simulator,FAMILY,,35989,46,1000000,Free,0,Everyone,Yes,No,No
サモンズボード,Others,4.1,95532,270,1000000,Free,0,Everyone 10+,Yes,No,Yes
Nyan Cat: Lost In Space,GAME,4.5,312204,90,10000000,Free,0,Everyone 10+,Yes,Yes,No
DH UFO,FAMILY,3,4,80,1000,Free,0,Everyone,No,No,No
Virtual lover,FAMILY,4.6,45771,28,1000000,Free,0,Mature 17+,Yes,Yes,No
Citi Mobile®,FINANCE,4,78306,46,5000000,Free,0,Everyone,No,No,No
Smart File Manager,PRODUCTIVITY,,17415,41,1000000,Free,0,Everyone,Yes,No,No
"WalletHub - Free Credit Score, Report & Monitoring",FINANCE,4.7,1311,93,50000,Free,0,Everyone,No,No,No
Asana: Your work manager,BUSINESS,4.5,34128,270,1000000,Free,0,Everyone,No,No,Yes
BP-Tech,FAMILY,3.2,12,13,1000,Free,0,Everyone,No,No,No
Candy Day,FAMILY,4.5,11716,48,1000000,Free,0,Everyone,Yes,Yes,No
Word Hunt,GAME,4.9,59,21,500,Free,0,Everyone,Yes,No,No
Kids Photo Frames,PHOTOGRAPHY,4.6,15700,10,1000000,Free,0,Everyone,Yes,No,No
Flipp - Weekly Shopping,Others,,136296,270,10000000,Free,0,Everyone,Yes,No,Yes
Dr. Panda Restaurant 2,FAMILY,4.3,3725,67,100000,Paid,2.99,Everyone,No,No,No
BN Pro Arial Legacy Text,Others,3.7,83,0.414,10000,Free,0,Everyone,No,No,No
TheFork - Restaurants booking and special offers,Others,,37517,17,5000000,Free,0,Everyone,No,No,No
OPUS: Rocket of Whispers,Others,4.5,55396,270,1000000,Free,0,Everyone,No,Yes,Yes
Noot-Noot-er!,FAMILY,4.5,74,28,5000,Free,0,Everyone,Yes,No,No
Parallel Space - Multiple accounts & Two face,PERSONALIZATION,4.6,312204,74,19970000,Free,0,Everyone,Yes,Yes,No
AC WIFI,TOOLS,3.6,41,23,10000,Free,0,Everyone,No,No,No
ClassDojo,Others,4.4,148550,59,10000000,Free,0,Everyone,No,Yes,No
MSN Money- Stock Quotes & News,FINANCE,4.5,78361,22,1000000,Free,0,Everyone,Yes,No,No
Bomb and Nade Timer for CS:GO,PRODUCTIVITY,2.6,85,60,5000,Free,0,Everyone,Yes,No,No
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,67,100000,Free,0,Everyone,No,No,No
Guns of Boom - Online PvP Action,Others,4,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
Idle GYM Sports - Fitness Workout Simulator Game,Others,4.2,6074,270,500000,Free,0,Everyone,Yes,Yes,Yes
EatStreet Food Delivery App,Others,4.6,7690,25,100000,Free,0,Everyone,No,No,No
iNaturalist,Others,4.2,6142,270,1000000,Free,0,Everyone,No,No,Yes
thredUP | Buy & Sell Clothes,Others,4.3,55310,270,1000000,Free,0,Everyone,No,No,Yes
LineStar for FanDuel,SPORTS,4.3,1539,14,50000,Free,0,Teen,Yes,Yes,No
Funny Jokes,FAMILY,3.9,2505,29,100000,Free,0,Mature 17+,Yes,No,No
Masha and the Bear. Educational Games,FAMILY,4.5,46369,33,10000000,Free,0,Everyone,Yes,Yes,No
Angry Birds Friends,GAME,4.2,312204,48,19970000,Free,0,Everyone,Yes,Yes,No
Travis CU,FINANCE,2,207,29,10000,Free,0,Everyone,No,No,No
"OneFootball - Soccer News, Scores & Stats",SPORTS,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Weaphones™ Gun Sim Free Vol 1,FAMILY,4.3,312204,39,10000000,Free,0,Everyone,Yes,No,No
知識王LIVE,Others,4.2,28900,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Endless Ducker,GAME,4.5,8193,41,500000,Free,0,Everyone,Yes,Yes,No
Daily Yoga | Fitness Yoga Plan&Meditation App,HEALTH_AND_FITNESS,4.7,123131,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Homescapes,Others,4.4,312204,270,19970000,Free,0,Everyone,Yes,Yes,Yes
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,84,1000000,Free,0,Everyone,Yes,Yes,No
Ultimate Chest Tracker,PRODUCTIVITY,4.5,40328,23,1000000,Free,0,Everyone,Yes,No,No
"Triple Fantasy - Card, Strategy, RPG games",Others,4.2,17726,270,100000,Free,0,Everyone,Yes,Yes,Yes
BD Provider App,HEALTH_AND_FITNESS,1.4,,13,5000,Free,0,Everyone,No,No,No
Chase Mobile,FINANCE,4.6,312204,32,10000000,Free,0,Everyone,No,No,No
"홈마스터 - 평점 1위 가사도우미, 청소도우미",LIFESTYLE,4.7,3107,270,100000,Free,0,Everyone,No,No,Yes
Romancing SaGa Re;univerSe,Others,4.6,37346,270,500000,Free,0,Teen,Yes,Yes,Yes
DS Speedometer & Odometer,Others,,22382,66,1000000,Free,0,Everyone,Yes,Yes,No
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.853,10000000,Free,0,Everyone,No,No,No
U-48 Submarine Commander Free,GAME,3.5,4575,38,500000,Free,0,Everyone,Yes,No,No
A41 WatchFace for Android Wear Smart Watch,LIFESTYLE,4.5,231,57,5000,Paid,0.99,Everyone,No,No,No
라지엘,Others,4.4,11294,270,100000,Free,0,Teen,No,Yes,Yes
Gumtree: Local Classifieds - Buy & Sell Everything,Others,,169023,270,10000000,Free,0,Teen,Yes,No,Yes
My Little Princess : Stores,FAMILY,4.3,169,60,5000,Paid,2.99,Everyone,No,No,No
NBA LIVE Mobile Basketball,SPORTS,4.4,312204,58,19970000,Free,0,Everyone,Yes,Yes,Yes
DB Busradar NRW,Others,3.7,78,30,10000,Free,0,Everyone,No,No,No
DX Alerts,LIFESTYLE,4.5,22,23,1000,Free,0,Everyone,Yes,No,No
Armani Exchange Connected,LIFESTYLE,4.1,305,44,10000,Free,0,Everyone,No,No,No
BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,23,100000,Free,0,Everyone,No,No,No
I Can't Wake Up!,TOOLS,4.7,963,37,10000,Paid,2.99,Everyone,No,No,No
Solitaire!,GAME,4.7,312204,23,10000000,Free,0,Everyone,Yes,Yes,No
Fruit Cube Blast,FAMILY,4.6,9199,80,500000,Free,0,Everyone,Yes,Yes,No
Rainbow Camera,Others,3.7,3871,23,1000000,Free,0,Everyone,Yes,Yes,No
imo free video calls and chat,COMMUNICATION,4.3,312204,11,19970000,Free,0,Everyone,Yes,Yes,No
DISSIDIA FINAL FANTASY OPERA OMNIA,Others,4.3,56048,270,1000000,Free,0,Teen,No,Yes,Yes
ExDialer PRO Key,COMMUNICATION,4.5,5474,0.017,100000,Paid,3.99,Everyone,No,No,No
FN,BUSINESS,5,14,33,50,Free,0,Everyone,No,No,No
Sky Castle - (nonogram),Others,4.5,5368,270,500000,Free,0,Everyone,Yes,Yes,Yes
GT-R R35 Drift Simulator,FAMILY,4.4,1852,62,100000,Free,0,Everyone,Yes,No,No
Be Stronger,HEALTH_AND_FITNESS,4.8,787,53,1000,Paid,1.99,Everyone,No,No,No
Differential Equations Steps,FAMILY,3.6,1185,39,100000,Free,0,Everyone,Yes,Yes,No
Development of the child up to a year,Others,4.6,1413,14,100000,Free,0,Mature 17+,Yes,Yes,No
Gas Now - Prices comparator,Others,4.5,22804,270,500000,Free,0,Everyone,Yes,No,Yes
NB|AZ Business Mobile Banking,FINANCE,4.1,44,13,1000,Free,0,Everyone,No,No,No
BI Office,BUSINESS,4,76,0.201,10000,Free,0,Everyone,No,No,No
FD VR - Virtual Photo Gallery,FAMILY,3.5,179,74,10000,Free,0,Everyone,No,No,No
Mobizen Screen Recorder for SAMSUNG,Others,4.4,312204,37,10000000,Free,0,Everyone,Yes,Yes,No
Kids Educational Game 3 Free,FAMILY,4.3,24936,38,5000000,Free,0,Everyone,Yes,No,No
Community by C Space,LIFESTYLE,4.7,707,26,5000,Free,0,Everyone,No,No,No
Cy-Reader,FAMILY,4.8,17,15,100,Free,0,Everyone,No,Yes,No
Makeup Videos,Others,3.8,9,34,5000,Free,0,Everyone,Yes,No,No
iSmart DV,Others,3.6,5692,31,1000000,Free,0,Everyone,Yes,No,No
Sport Car Simulator,FAMILY,4,48731,68,5000000,Free,0,Everyone,Yes,No,No
"Xceed - Clubs, DJs, Festivals & Tickets",Others,4.1,399,24,100000,Free,0,Everyone,No,No,No
Musixmatch - Lyrics for your music,Others,4.4,233611,270,19970000,Free,0,Teen,Yes,Yes,Yes
Dragon Hills,GAME,4.5,312204,66,10000000,Free,0,Everyone 10+,Yes,Yes,No
Q Remote Control,TOOLS,3.8,4264,14,500000,Free,0,Everyone,No,No,No
Arto: f.infrared photo,PHOTOGRAPHY,4.1,41,11,500,Paid,1.49,Everyone,No,No,No
Tom's Love Letters,FAMILY,4.1,312204,35,19970000,Free,0,Everyone,Yes,No,No
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,89,10000,Free,0,Everyone,No,No,No
AJ Cam,PHOTOGRAPHY,5,44,28,100,Free,0,Everyone,No,No,No
NissanConnect® EV & Services,LIFESTYLE,2.3,853,88,50000,Free,0,Everyone,No,No,No
Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11,10000,Free,0,Everyone,No,No,No
diep.io,GAME,4.1,312204,20,10000000,Free,0,Everyone,Yes,No,No
A Word A Day,FAMILY,3.7,,29,500000,Free,0,Everyone,Yes,Yes,No
EXO-L Amino for EXO Fans,Others,4.9,5677,67,50000,Free,0,Teen,No,No,No
EP Gem Hunter,GAME,4.6,79,31,1000,Free,0,Everyone 10+,Yes,Yes,No
NTES,Others,4.3,165299,54,10000000,Free,0,Everyone,No,No,No
S.O.L : Stone of Life EX,FAMILY,4.3,171220,42,5000000,Free,0,Everyone 10+,Yes,Yes,No
Bounce Classic,GAME,4.5,38297,64,10000000,Free,0,Everyone,Yes,No,No
OurTime Dating for Singles 50+,Others,3.4,2519,50,100000,Free,0,Mature 17+,Yes,No,No
Shopfully - Weekly Ads & Deals,Others,4.4,279428,16,10000000,Free,0,Everyone,Yes,No,No
"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,34,10000000,Free,0,Everyone 10+,Yes,No,No
EG Retail,BUSINESS,2.4,29,16,500,Free,0,Everyone,No,No,No
Hymnes et Louanges,BOOKS_AND_REFERENCE,4.4,1877,57,100000,Free,0,Everyone,Yes,No,No
City Builder 2016: County Mall,FAMILY,4.2,41693,74,1000000,Free,0,Everyone,Yes,Yes,No
EV Real Estate Search,LIFESTYLE,4.1,88,20,5000,Free,0,Everyone,No,No,No
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28,50000,Free,0,Everyone,No,Yes,No
Cook'n Recipe App,LIFESTYLE,3.4,552,22,10000,Free,0,Everyone,No,Yes,No
Mobfish Hunter,Others,4.2,8288,270,1000000,Free,0,Everyone 10+,Yes,Yes,Yes
BankNordik,FINANCE,3.9,28,15,5000,Free,0,Everyone,Yes,No,No
Rider,GAME,4.5,,72,10000000,Free,0,Teen,No,No,No
EZ-ELD Driver App (Free),Others,2.1,83,48,5000,Free,0,Everyone,No,No,No
50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11,5000000,Free,0,Teen,Yes,Yes,No
211 CK Lite,GAME,4.3,3,39,10,Free,0,Mature 17+,No,No,No
Q-slope,TOOLS,4.5,2,39,50,Paid,1.76,Everyone,No,No,No
Anchor - Make your own podcast,Others,4.5,10157,270,10000000,Free,0,Teen,No,No,Yes
"MyLife Meditation: Meditate, Relax & Sleep Better",HEALTH_AND_FITNESS,4.6,25828,270,1000000,Free,0,Everyone,No,Yes,Yes
ChargeHub - Find EV & Tesla Charging Stations,Others,4.6,796,25,50000,Free,0,Everyone,No,No,No
Polarsteps - Travel Planner & Tracker,Others,4.7,30715,270,1000000,Free,0,Teen,No,No,Yes
MbH BP,MEDICAL,3.7,,23,1000,Free,0,Everyone,No,No,No
Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46,1000,Free,0,Everyone,No,No,No
Epson iProjection,PRODUCTIVITY,3.5,3930,18,1000000,Free,0,Everyone,No,No,No
Messenger Pro,Others,4.4,13762,39,1000000,Free,0,Everyone,Yes,No,No
Meritrust CU Mobile Banking,FINANCE,4.7,3661,14,50000,Free,0,Everyone,No,No,No
Karrot - Your local buying & selling community,Others,4.4,108259,270,10000000,Free,0,Teen,No,No,Yes
Happify,HEALTH_AND_FITNESS,3.7,1812,37,100000,Free,0,Everyone,Yes,Yes,No
Simon’s Cat Crunch Time - Puzzle Adventure!,Others,4.8,219381,270,1000000,Free,0,Everyone 10+,Yes,Yes,Yes
BT Controller,TOOLS,3.9,4374,13,1000000,Free,0,Everyone,No,No,No
Ek Onkar,FAMILY,4.9,107,18,10000,Free,0,Everyone,Yes,No,No
"Yelp: Find Food, Delivery & Services Nearby",Others,3.9,312204,270,19970000,Free,0,Teen,Yes,No,Yes
BW-Go Free,GAME,4.6,547,13,10000,Free,0,Everyone,No,No,No
Mupen64+AE FREE (N64 Emulator),GAME,4,41759,12,1000000,Free,0,Everyone,No,No,No
CSCS BG (в български),FAMILY,2.4,7,21,100,Paid,3.99,Everyone,No,No,No
GS SHOP,Others,3.8,44255,15,10000000,Free,0,Everyone,No,No,No
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25,10000000,Free,0,Everyone,Yes,Yes,No
Mars: Mars,Others,4.5,217238,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Monefy - Budget Manager and Expense Tracker app,FINANCE,4.5,167542,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Zap-Map: EV charging points UK,Others,3.8,181,98,10000,Free,0,Everyone,No,No,No
Agoda,Others,4.5,312204,270,10000000,Free,0,Everyone,No,No,Yes
CB-Mobile Banking,FINANCE,4.5,96,12,10000,Free,0,Everyone,No,No,No
Tank Stars,GAME,4.3,174755,98,10000000,Free,0,Everyone 10+,Yes,Yes,No
"Brilliant Quotes: Life, Love, Family & Motivation",BOOKS_AND_REFERENCE,4.5,67186,63,1000000,Free,0,Everyone 10+,Yes,No,No
Start Meeting,BUSINESS,4.1,308,14,50000,Free,0,Everyone,No,No,No
National Rail Enquiries,Others,3.5,18857,70,1000000,Free,0,Everyone,Yes,Yes,No
[root] Pry-Fi,TOOLS,3.9,6736,0.072,500000,Free,0,Everyone,No,Yes,No
EO Bijbel Open,LIFESTYLE,4.3,102,41,10000,Free,0,Everyone,No,No,No
Between - Private Couples App,Others,4.6,312204,270,10000000,Free,0,Teen,Yes,Yes,Yes
Top Drives – Car Cards Racing,Others,4.5,306138,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Soccer Clubs Logo Quiz,GAME,4.2,21661,16,1000000,Free,0,Everyone,Yes,No,No
My G:,Others,3.7,96,14,10000,Free,0,Everyone,No,No,No
Free Sports TV,SPORTS,4.3,1802,98,100000,Free,0,Everyone,Yes,No,No
Henry Danger Crime Warp,FAMILY,4.6,9626,28,1000000,Free,0,Everyone,Yes,No,No
Guns'n'Glory WW2 Premium,FAMILY,4.5,4656,20,100000,Paid,2.99,Everyone 10+,Yes,Yes,No
AE Master Moto,GAME,4,17876,37,1000000,Free,0,Everyone,Yes,Yes,No
Daily Yoga - Yoga Fitness Plans,HEALTH_AND_FITNESS,4.4,70769,35,5000000,Free,0,Everyone,Yes,No,No
Dungeon Legends - PvP Action MMO RPG Co-op Games,FAMILY,4.4,102215,42,1000000,Free,0,Teen,Yes,Yes,No
Super Tank Rumble,Others,,213876,270,10000000,Free,0,Teen,Yes,Yes,Yes
Fast like a Fox,GAME,4.3,104389,12,5000000,Free,0,Everyone,No,No,No
Dialer theme G Black Gold,PERSONALIZATION,4.2,,0.857,500,Paid,1.49,Everyone,No,No,No
Apartments.com Rental Search,Others,4.3,22584,16,1000000,Free,0,Everyone,No,No,No
Nero AirBurn,Others,4.2,1008,17,100000,Free,0,Everyone,Yes,No,No
DB Stay Connected,BUSINESS,4.6,17,94,1000,Free,0,Everyone,No,No,No
F-Secure KEY Password manager,TOOLS,4.2,2588,76,100000,Free,0,Everyone,No,Yes,No
DV Car Service,Others,4.6,10,25,100,Free,0,Everyone,No,No,No
Dine In CT - Food Delivery,Others,5,4,16,1000,Free,0,Everyone,No,No,No
Onmyoji Arena,Others,4.3,312204,270,5000000,Free,0,Everyone 10+,No,Yes,Yes
Zenefits,BUSINESS,4.2,296,14,50000,Free,0,Everyone,No,No,No
Digital Alarm Clock,TOOLS,,118439,16,10000000,Free,0,Everyone,Yes,Yes,No
Alipay,FINANCE,3.4,42497,61,1000000,Free,0,Teen,No,No,No
CP Surprise,LIFESTYLE,3.8,2548,49,100000,Free,0,Everyone,No,No,No
Gangster Town: Vice District,FAMILY,4.3,65146,100,10000000,Free,0,Mature 17+,Yes,Yes,No
Full Screen Caller ID,COMMUNICATION,4.2,104990,10,5000000,Free,0,Everyone,Yes,No,No
BASEBALL 9,SPORTS,4.4,244508,270,10000000,Free,0,Everyone,Yes,Yes,Yes
dt Pro,FINANCE,4.8,4,45,1000,Free,0,Everyone,No,No,No
Service CU Mobile Banking,FINANCE,4.7,6208,14,100000,Free,0,Everyone,No,No,No
Free games: Masha and the Bear,FAMILY,4.3,34514,60,5000000,Free,0,Everyone,Yes,Yes,No
Reuters News,Others,4.3,13169,25,1000000,Free,0,Everyone 10+,Yes,No,No
Axxess Updater,TOOLS,3.9,56,23,10000,Free,0,Everyone,No,No,No
Penguin Isle,Others,,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
ES Solar,BUSINESS,5,3,47,100,Free,0,Everyone,No,No,No
Fever Care,MEDICAL,3.5,19,22,5000,Free,0,Everyone,No,No,No
SportLook,PHOTOGRAPHY,2.5,1283,82,100000,Free,0,Everyone,No,No,No
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,11,1000000,Free,0,Everyone,No,Yes,No
Preschool All-In-One,FAMILY,4.1,9019,44,1000000,Free,0,Everyone,Yes,Yes,No
MediaFire,PRODUCTIVITY,4.1,71432,38,5000000,Free,0,Everyone,No,No,No
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,312204,49,10000000,Free,0,Everyone,Yes,Yes,No
BG Score,SPORTS,2.6,64,16,10000,Free,0,Everyone,No,No,No
GO SMS PRO EMOJI PLUGIN,PERSONALIZATION,3.5,84779,85,5000000,Free,0,Everyone,Yes,No,No
Sky Force Reloaded,Others,4.4,202650,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Qserve EU MDR First Aid,BUSINESS,3,2,17,100,Free,0,Everyone,No,No,No
