App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
Citizens Bank - CB Mobile,FINANCE,4.8,6,11,1000,Free,0,Everyone,No,No,No
Special Forces Group 2,GAME,,312204,29,10000000,Free,0,Mature 17+,Yes,Yes,No
I Can't Wake Up! Alarm Clock,TOOLS,4.5,,42,1000000,Free,0,Everyone,Yes,Yes,No
New Holland Agriculture T5 EC,PRODUCTIVITY,,12,15,1000,Free,0,Everyone,No,No,No
Benefit Extras Mobile App,HEALTH_AND_FITNESS,2.3,3,24,1000,Free,0,Everyone,No,No,No
Florida DMV Permit Test -Fl,FAMILY,4.3,87,30,10000,Free,0,Everyone,Yes,Yes,No
BOKU BOKU,Others,4.6,98464,270,1000000,Free,0,Teen,Yes,Yes,Yes
Kids Craft Ideas,Others,4.1,99,66,10000,Free,0,Everyone,Yes,No,No
Cat Bird,Others,4.4,64537,270,1000000,Free,0,Everyone,Yes,Yes,Yes
FarmersOnly Dating,Others,3,1146,14,100000,Free,0,Mature 17+,Yes,Yes,No
Cifra Club,Others,4.7,312204,270,10000000,Free,0,Everyone,Yes,No,Yes
Super Slime Blitz - Gumball,FAMILY,4.6,5395,58,500000,Free,0,Everyone,Yes,No,No
CJ Poker Odds Calculator,GAME,4.1,207,0.116,50000,Free,0,Everyone,No,No,No
HISTORY: Watch TV Show Full Episodes & Specials,Others,4.1,33387,20,1000000,Free,0,Teen,Yes,No,No
Speedometer with G-FORCE meter,TOOLS,3.8,415,27,50000,Free,0,Everyone,Yes,No,No
FQ METER,PRODUCTIVITY,3.9,17,24,1000,Free,0,Everyone,Yes,No,No
OkCupid - The Online Dating App for Great Dates,Others,3.8,312204,270,10000000,Free,0,Mature 17+,Yes,Yes,Yes
Badische Zeitung,Others,3.9,262,22,10000,Free,0,Everyone,Yes,Yes,No
Questland: Turn Based RPG,FAMILY,4.6,,48,1000000,Free,0,Everyone 10+,Yes,Yes,No
PBS KIDS Games,FAMILY,4.3,12919,94,1000000,Free,0,Everyone,No,No,No
Tap Tap Yonggu,Others,4.3,14124,270,100000,Free,0,Everyone 10+,Yes,Yes,Yes
Pearl's Peril - Hidden Object Game,Others,4.4,306262,270,10000000,Free,0,Teen,Yes,Yes,Yes
Yahoo!カーナビ -【無料ナビ】渋滞情報も地図も自動更新,Others,3.9,63621,270,5000000,Free,0,Everyone,Yes,No,Yes
Neko Atsume: Kitty Collector,Others,4.7,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Offroad Car Q,FAMILY,,24668,40,1000000,Free,0,Everyone,Yes,No,No
Cricket Scoring App | Live Score - CricHeroes,SPORTS,4.7,83329,270,1000000,Free,0,Everyone,Yes,No,Yes
FindShip,Others,4.2,23279,85,1000000,Free,0,Everyone,Yes,Yes,No
Weather forecast,Others,4.8,,10,1000000,Free,0,Everyone,Yes,No,No
EF Smart English,FAMILY,3.7,150,11,5000,Free,0,Everyone,No,No,No
Nighty Night Circus,FAMILY,4.3,382,15,10000,Paid,2.99,Everyone,No,Yes,No
CA Lottery Official App,FAMILY,4.2,7000,26,1000000,Free,0,Teen,Yes,No,No
Samsung Smart Switch Mobile,TOOLS,4.3,146913,24,19970000,Free,0,Everyone,No,No,No
BL Community Icon Pack,PERSONALIZATION,4,289,27,10000,Free,0,Everyone,No,No,No
AP Math & Computer Science,FAMILY,3.7,37,95,5000,Free,0,Everyone,Yes,No,No
Axxess AX-DSP,TOOLS,3.5,17,74,5000,Free,0,Everyone,No,No,No
TV Empire Tycoon - Idle Management Game,Others,4.3,130586,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Create A Superhero HD,FAMILY,3.3,8642,19,500000,Free,0,Teen,Yes,No,No
National Park Trail Guide,Others,4.3,1001,270,100000,Free,0,Everyone,No,No,Yes
Poshmark - Buy & Sell Fashion,Others,4.3,46153,17,10000000,Free,0,Everyone,No,No,No
Sygic Travel Maps Offline & Trip Planner,Others,4.4,15173,270,1000000,Free,0,Everyone,No,Yes,Yes
PTA Content Master,MEDICAL,4.2,64,41,1000,Paid,29.99,Everyone,No,No,No
Unit Converter,TOOLS,4.5,85387,54,1000000,Free,0,Everyone,No,No,No
クックパッド - みんなが作ってる料理のレシピで、ご飯をおいしく簡単に,Others,4.1,,270,10000000,Free,0,Everyone,Yes,Yes,Yes
AE Bulletins,BOOKS_AND_REFERENCE,4.5,14,30,1000,Free,0,Everyone,No,No,No
Hello English: Learn English,Others,4.5,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Bejeweled Blitz,FAMILY,4.2,222664,98,10000000,Free,0,Everyone,Yes,Yes,No
AK-47 Sounds,FAMILY,3.9,656,29,500000,Free,0,Everyone 10+,Yes,No,No
Background Eraser,PHOTOGRAPHY,,267378,19,10000000,Free,0,Everyone,Yes,No,No
EG SIM CARD (EGSIMCARD),Others,4.4,105,50,10000,Free,0,Everyone,No,No,No
SenseView BT Zephyr Sensor,TOOLS,4.3,37,0.323,5000,Free,0,Everyone,Yes,No,No
A/C Universal Remote Control,TOOLS,3.1,3263,30,1000000,Free,0,Everyone,Yes,No,No
Long Realty AZ Home Search,LIFESTYLE,4.4,132,33,10000,Free,0,Everyone,No,No,No
go41cx,FAMILY,4.8,171,10,1000,Paid,10,Everyone,No,No,No
CB Outdoors,FAMILY,3.8,5,12,1000,Free,0,Everyone,No,No,No
2000 AD Comics and Judge Dredd,Others,3.7,705,20,50000,Free,0,Teen,No,Yes,No
Ultimate Background Eraser,PHOTOGRAPHY,4.3,14453,21,1000000,Free,0,Everyone,Yes,Yes,No
BC Wildfire,TOOLS,3.3,27,50,5000,Free,0,Everyone,No,No,No
Best Western To Go,Others,3,2719,17,100000,Free,0,Teen,No,No,No
Ninja Turtles: Legends,FAMILY,4.3,312204,95,10000000,Free,0,Teen,Yes,Yes,No
Q Mobile Banking,FINANCE,4.7,460,12,10000,Free,0,Everyone,No,No,No
Pineapple Pen,GAME,4.3,157264,65,10000000,Free,0,Everyone,Yes,Yes,No
Empire Z: Endless War,FAMILY,4.2,312204,76,5000000,Free,0,Teen,Yes,Yes,No
ba,FAMILY,3.1,1734,58,500000,Free,0,Everyone,Yes,Yes,No
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,64,10000000,Free,0,Everyone,Yes,No,No
"ActionDirector - Video Editor, Video Editing Tool",Others,4.4,,270,10000000,Free,0,Everyone,Yes,Yes,Yes
CH info,Others,3.9,45,15,5000,Free,0,Everyone,No,No,No
Extreme X Ray Robot Stunts,GAME,4.3,,49,5000000,Free,0,Everyone,Yes,No,No
Profile Pictures - Best DP Status,FAMILY,4.3,131,54,50000,Free,0,Everyone,Yes,No,No
du View,FAMILY,3.8,935,22,50000,Free,0,Teen,No,No,No
Bh Public School,FAMILY,,2,87,10,Free,0,Everyone,No,No,No
"Charlotte County, FL",PRODUCTIVITY,4.7,10,71,1000,Free,0,Everyone,No,No,No
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,86,10000000,Free,0,Everyone,No,No,No
"Wallet: Personal Finance, Budget & Expense Tracker",FINANCE,4.7,182443,270,5000000,Free,0,Everyone,No,Yes,Yes
Sports DV,LIFESTYLE,2.1,86,29,10000,Free,0,Everyone,No,No,No
FitConsole,HEALTH_AND_FITNESS,2.6,219,18,50000,Free,0,Everyone,No,No,No
EyeCloud,Others,,1267,55,100000,Free,0,Everyone,No,Yes,No
"Phantom of Opera - Mystery Visual Novel, Thriller",Others,4.4,682,270,500000,Free,0,Teen,Yes,Yes,Yes
FR Calculator,FAMILY,4,7,26,500,Free,0,Everyone,No,No,No
CE Broker,FAMILY,3.7,190,12,10000,Free,0,Everyone,No,No,No
Sky: Children of the Light,Others,4.6,312204,270,10000000,Free,0,Everyone 10+,No,Yes,Yes
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,4.2,19,54,5000,Free,0,Everyone,No,No,No
Gunship III Vietnam People AF,FAMILY,4.3,726,19,5000,Paid,4.99,Everyone,Yes,No,No
80 Days,Others,4.4,7461,270,100000,Paid,5.99,Everyone 10+,No,No,Yes
Street Skater 3D,GAME,3.6,120852,21,10000000,Free,0,Teen,Yes,Yes,No
Eternal Senia - Hydrangea After The Rain,Others,4.6,70010,270,1000000,Free,0,Everyone,Yes,Yes,Yes
ACCDB MDB DB Manager Pro - Editor for MS Access,PRODUCTIVITY,3.1,19,45,500,Paid,8.99,Everyone,No,No,No
AV-IPTV,Others,4.4,43,44,1000,Free,0,Everyone,No,No,No
RISK: Global Domination,FAMILY,4,68559,75,5000000,Free,0,Everyone,Yes,Yes,No
Flat Pack,GAME,4.4,862,44,100000,Free,0,Everyone 10+,Yes,Yes,No
MyASUS - Service Center,BUSINESS,4.4,312204,73,10000000,Free,0,Everyone,No,No,No
HTC Social Plugin - Facebook,Others,3.6,,28,10000000,Free,0,Mature 17+,No,No,No
Red Transporte DF,Others,4.3,11100,15,500000,Free,0,Everyone,Yes,No,No
Jillian Michaels | The Fitness App,HEALTH_AND_FITNESS,4.4,4991,270,500000,Free,0,Everyone,No,Yes,Yes
ESPN Fantasy Sports,SPORTS,4,176448,10,5000000,Free,0,Everyone,Yes,Yes,No
Lie Detector,FAMILY,3.1,306,29,50000,Free,0,Everyone,Yes,No,No
Al-Quran Ahmad Saud Offline,FAMILY,4.7,7116,40,100000,Free,0,Everyone,Yes,No,No
Dragonscapes Adventure,Others,4.7,193461,270,1000000,Free,0,Everyone,Yes,Yes,Yes
KAMI 2,Others,4.6,36128,270,1000000,Free,0,Everyone,Yes,Yes,Yes
La Poupée du Voyant,FAMILY,4.4,265,82,50000,Free,0,Everyone,Yes,No,No
Cerebral Palsy,MEDICAL,4.4,38,85,1000,Free,0,Everyone,No,No,No
Ek Kahani Aisi Bhi Season 2 - The Horror Story,FAMILY,4.5,28,56,1000,Free,0,Teen,Yes,No,No
Marvel Unlimited,Others,3.7,22551,11,1000000,Free,0,Teen,No,Yes,No
Fairy Kingdom: World of Magic and Farming,FAMILY,4.4,129542,63,1000000,Free,0,Everyone,Yes,Yes,No
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,74,1000000,Free,0,Everyone,No,No,No
Flexiroam X,Others,,875,21,100000,Free,0,Everyone,No,No,No
Dagens Nyheter,Others,2.5,2055,17,100000,Free,0,Everyone,Yes,No,No
My Vodacom SA,COMMUNICATION,3.7,25021,61,5000000,Free,0,Everyone,No,No,No
Asphalt 9: Legends,Others,4.5,312204,270,19970000,Free,0,Everyone 10+,Yes,Yes,Yes
BG Monitor Diabetes Pro,MEDICAL,4.6,87,28,500,Paid,5.99,Everyone,No,No,No
NEMA ei,BUSINESS,5,4,12,100,Free,0,Everyone,Yes,No,No
Employ Florida Mobile,BUSINESS,2.9,97,99,10000,Free,0,Everyone,No,No,No
WIFI WPS WPA TESTER,TOOLS,4.3,312204,67,10000000,Free,0,Everyone,Yes,Yes,No
Davis's Drug Guide,MEDICAL,3.9,272,64,50000,Free,0,Everyone,No,Yes,No
Photo Frame,PHOTOGRAPHY,4.5,74476,23,10000000,Free,0,Everyone,Yes,No,No
myAir™ for Air10™ by ResMed,MEDICAL,3.7,236,18,50000,Free,0,Everyone,No,No,No
Phoenix and Arizona Cameras,Others,4.1,134,53,10000,Free,0,Everyone,Yes,No,No
Pocket Little Pony,FAMILY,4.1,47576,14,1000000,Free,0,Everyone 10+,Yes,Yes,No
Simon's Cat Dash,Others,4.6,26662,270,1000000,Free,0,Everyone,Yes,Yes,Yes
California Cop Assist CA Cop,PRODUCTIVITY,3,5,70,100,Paid,4.99,Everyone,No,No,No
Doctor Pets,FAMILY,4.2,23060,21,1000000,Free,0,Everyone,Yes,Yes,No
Ditto CP Calculator GO,TOOLS,4.3,34,12,1000,Free,0,Everyone,Yes,No,No
GPS Status & Toolbox,Others,4.5,149723,41,10000000,Free,0,Everyone,Yes,Yes,No
B-BLE(BLE4.0 Scan),TOOLS,3.8,159,75,10000,Free,0,Everyone,Yes,Yes,No
SpotAngels - Free Parking & Garage Deals,Others,4.3,1695,270,100000,Free,0,Everyone,No,Yes,Yes
BN Pro White HD Text,Others,4.1,120,0.782,10000,Free,0,Everyone,No,No,No
Granny,GAME,4.5,312204,59,19970000,Free,0,Teen,Yes,No,No
Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32,5000000,Free,0,Teen,Yes,No,No
Hypocam,PHOTOGRAPHY,4.5,12572,85,1000000,Free,0,Everyone,No,Yes,No
Simply Piano by JoyTunes,Others,4.3,312204,270,10000000,Free,0,Everyone,No,Yes,Yes
¡Ay Metro!,GAME,3.8,489,36,10000,Free,0,Everyone 10+,No,No,No
5 Minute Ab Workouts,HEALTH_AND_FITNESS,4.6,2067,84,50000,Free,0,Everyone,No,Yes,No
A-Z App Store,PRODUCTIVITY,3.2,2728,44,500000,Free,0,Everyone,Yes,No,No
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,4.6,87,54,10000,Free,0,Everyone,No,No,No
Gumballs & Dungeons(G&D),Others,4.4,90394,270,1000000,Free,0,Everyone,No,Yes,Yes
All Language Translator,TOOLS,4,29944,21,5000000,Free,0,Everyone,Yes,No,No
Dating for 50 plus Mature Singles – FINALLY,Others,4.6,13046,13,500000,Free,0,Mature 17+,Yes,Yes,No
CVRIA,BUSINESS,4.7,68,35,10000,Free,0,Everyone,No,No,No
Hay Day,FAMILY,4.5,312204,94,19970000,Free,0,Everyone,Yes,Yes,Yes
Mekorama,Others,4.3,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Soul Seeker R with Avabel,Others,4.3,13699,270,100000,Free,0,Teen,Yes,Yes,Yes
Disciple Maker’s (DM) Lab,FAMILY,5,3,40,100,Free,0,Everyone,No,No,No
Lie Detector Test Prank,FAMILY,4.4,222308,69,10000000,Free,0,Everyone,Yes,No,No
Telegram,COMMUNICATION,4.5,312204,270,19970000,Free,0,Mature 17+,No,No,Yes
Stick War: Legacy,GAME,4.6,312204,77,10000000,Free,0,Teen,Yes,Yes,No
Paint By Number,FAMILY,3.5,807,46,500000,Free,0,Everyone,No,No,No
ET Telecom from Economic Times,Others,4.7,273,63,10000,Free,0,Everyone,Yes,No,No
Pain Tracker & Diary,MEDICAL,4.3,3,46,100,Paid,2.99,Everyone,No,No,No
Plug-in app (System AC),TOOLS,3.6,126,11,10000,Free,0,Everyone,No,No,No
Nike,Others,4.7,67071,40,1000000,Free,0,Everyone,No,No,No
The Walking Zombie: Dead City,GAME,4.6,58575,96,1000000,Free,0,Teen,Yes,Yes,No
BZ Zombie VR,GAME,4.4,12,98,1000,Free,0,Mature 17+,No,No,No
LEGO® Friends,FAMILY,4.4,854,69,10000,Paid,4.99,Everyone,No,No,No
"SideChef: Recipes, Meal Planner, Grocery Shopping",Others,4.5,5058,270,500000,Free,0,Everyone,No,Yes,Yes
Home Decoration Game,FAMILY,4,17543,19,5000000,Free,0,Everyone,Yes,No,No
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,72,5000,Free,0,Everyone,Yes,No,No
Be Like Bro - Compilation,FAMILY,,146,39,10000,Free,0,Teen,Yes,No,No
B R Telco FCU Mobile Banking,FINANCE,4.7,413,13,10000,Free,0,Everyone,No,No,No
Vainglory,Others,3.6,312204,270,10000000,Free,0,Teen,No,Yes,Yes
Fill 'er Up,Others,3.2,58,0.018,5000,Free,0,Everyone,No,No,No
CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,22,1000,Free,0,Everyone,No,No,No
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4,166033,23,10000000,Free,0,Everyone 10+,Yes,Yes,No
Soccer Board Tactics,SPORTS,4.1,6231,89,100000,Free,0,Everyone,Yes,Yes,No
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5,5,43,1000,Free,0,Everyone,Yes,No,No
Triller: Social Video Platform,Others,4.3,81814,270,10000000,Free,0,Teen,No,Yes,Yes
Money Manager Expense & Budget,FINANCE,4.7,282611,270,10000000,Free,0,Everyone,Yes,Yes,Yes
El Falı,FAMILY,4.8,36968,16,1000000,Free,0,Everyone,Yes,Yes,No
Soul Knight,GAME,4.7,292164,59,10000000,Free,0,Everyone 10+,Yes,Yes,Yes
Brawl Stars,Others,4.3,312204,270,19970000,Free,0,Everyone 10+,No,Yes,Yes
350 Diy Room Decor Ideas,Others,4.5,27,17,10000,Free,0,Everyone,Yes,No,No
Shadow of Death: Darkness RPG - Fight Now!,Others,4.7,312204,270,10000000,Free,0,Teen,Yes,Yes,Yes
ラブライブ！スクールアイドルフェスティバル（スクフェス） - 大人気リズムゲーム,Others,4.3,105996,270,1000000,Free,0,Everyone,Yes,No,Yes
Angry Birds POP Bubble Shooter,FAMILY,4.5,312204,99,10000000,Free,0,Everyone,Yes,Yes,No
ck-modelcars-UK Shop,Others,4.6,69,64,5000,Free,0,Everyone,No,No,No
Morse Code Reader,COMMUNICATION,3.9,1436,0.02,100000,Free,0,Everyone,No,No,No
My baby firework,Others,,4976,28,1000000,Free,0,Everyone,Yes,No,No
Baby Name Together,Others,4,464,24,100000,Free,0,Everyone,Yes,Yes,No
Offroad 4x4 Car Driving,FAMILY,4.3,26224,43,1000000,Free,0,Everyone,Yes,Yes,No
"Mi Remote controller - for TV, STB, AC and more",TOOLS,4.1,114340,28,10000000,Free,0,Everyone,No,No,No
Traps n' Gemstones,GAME,4.5,413,91,1000,Paid,4.99,Everyone,No,No,No
Last Empire - War Z: Strategy,FAMILY,4.2,312204,78,19970000,Free,0,Teen,No,Yes,Yes
Rock n Roll Music Quiz Game,GAME,3.7,,76,10000,Free,0,Everyone,Yes,No,No
Sago Mini Friends,FAMILY,4.4,13155,83,1000000,Free,0,Everyone,Yes,No,No
OpenTable: Restaurants Near Me,Others,4.6,90242,19,5000000,Free,0,Everyone,No,No,No
Change photo background,PHOTOGRAPHY,3.8,28660,64,5000000,Free,0,Everyone,Yes,No,No
컴투스프로야구2021,SPORTS,4.3,190940,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Calculator ++,TOOLS,4.6,33509,36,1000000,Free,0,Everyone,Yes,Yes,No
Night Photo Frame,PHOTOGRAPHY,4.5,4400,83,1000000,Free,0,Everyone,Yes,No,No
Ay Mohabbat Teri Khatir Novel,BOOKS_AND_REFERENCE,4.2,27,43,10000,Free,0,Everyone,Yes,No,No
MTV,Others,3.8,35279,15,1000000,Free,0,Teen,Yes,No,No
GPS Speedometer and Odometer,Others,4.8,15865,33,1000000,Free,0,Everyone,Yes,No,No
Pacific Navy Fighter C.E. (AS),GAME,4.3,11379,20,500000,Free,0,Everyone 10+,Yes,No,No
Weather Forecast Pro,Others,,14051,87,100000,Paid,3.99,Everyone,Yes,No,No
KPOP Amino for K-Pop Entertainment,Others,4.8,19047,63,100000,Free,0,Teen,No,Yes,No
Dr. Gomoku,GAME,3.9,85317,45,5000000,Free,0,Everyone,Yes,No,No
Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,38,5000000,Free,0,Everyone,No,No,No
B y H Niños ES,BOOKS_AND_REFERENCE,,53,16,5000,Free,0,Everyone,No,No,No
Barcode Scanner,Others,4.2,3945,94,500000,Free,0,Everyone,Yes,No,No
BN Pro Black Text,Others,3.8,18,0.496,1000,Free,0,Everyone,No,No,No
Hush - Beauty for Everyone,Others,4.7,18900,17,500000,Free,0,Everyone,No,No,No
AC - Tips & News for Android™,Others,4.2,23292,14,1000000,Free,0,Everyone 10+,Yes,Yes,No
U Guard,TOOLS,3,245,35,10000,Free,0,Everyone,No,No,No
Camera51 - a smarter camera,PHOTOGRAPHY,4,29707,18,1000000,Free,0,Everyone,No,No,No
Monument Valley 2,GAME,4.6,9394,33,100000,Paid,4.99,Everyone,No,No,No
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92,5000000,Free,0,Everyone,Yes,Yes,No
Game of Dice,Others,4.3,295895,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Survival-quest ZARYA-1 STATION,Others,4.3,100098,270,1000000,Free,0,Teen,Yes,Yes,Yes
Barbers.BH,LIFESTYLE,5,2,60,10,Free,0,Everyone,No,No,No
BN Pro ArialXL-b Neon HD Text,Others,4.1,66,0.728,10000,Free,0,Everyone,No,No,No
Fallout Shelter Online,Others,4.1,53617,270,500000,Free,0,Teen,No,Yes,Yes
CI Screwed - Icon Pack,PERSONALIZATION,4.7,19,64,1000,Free,0,Everyone,No,No,No
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39,500000,Free,0,Teen,Yes,No,No
Candy Crush Jelly Saga,GAME,4.3,312204,78,19970000,Free,0,Everyone,Yes,Yes,No
CJ Fitness,HEALTH_AND_FITNESS,2.4,221,43,10000,Free,0,Everyone,No,No,No
Resume ( CV Editor ),BUSINESS,4.5,416,60,10000,Free,0,Everyone,Yes,No,No
Rope Hero 3,GAME,,45871,99,5000000,Free,0,Teen,Yes,Yes,No
Craft Warriors,Others,4.1,96603,270,5000000,Free,0,Everyone 10+,Yes,Yes,Yes
Eh Volevi!,FAMILY,3.9,,70,100000,Free,0,Everyone,Yes,No,No
Detective S : Mystery game & Find the differences,Others,4.4,8337,270,100000,Free,0,Teen,Yes,Yes,Yes
ScorePal,TOOLS,4.5,1439,15,10000,Free,0,Everyone,Yes,Yes,No
CV Builder for Smart Resumes,BUSINESS,3.4,22,41,1000,Free,0,Everyone,Yes,No,No
"Pzizz - Sleep, Nap, Focus",MEDICAL,4.3,5521,22,100000,Free,0,Everyone,No,Yes,Yes
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,3.9,107,44,10000,Free,0,Everyone,No,No,No
CS & IT Interview Questions,FAMILY,5,43,33,1000,Free,0,Everyone,Yes,No,No
Voice changer with effects,FAMILY,4.2,312204,87,19970000,Free,0,Everyone,Yes,Yes,No
Wells Fargo Mobile,FINANCE,4.4,250706,37,10000000,Free,0,Everyone,No,No,No
Have your say on Europe,COMMUNICATION,3.8,19,21,500,Free,0,Everyone,No,No,No
Pharmacie de Garde CI et Prix,HEALTH_AND_FITNESS,4.4,2599,69,100000,Free,0,Mature 17+,Yes,No,No
Bolt - EV Charging Service,Others,3,9,84,100,Free,0,Everyone,No,No,No
Minecraft,Others,4.6,312204,270,10000000,Paid,7.49,Everyone 10+,No,Yes,Yes
Zaatar w Zeit,Others,4.4,205,33,50000,Free,0,Everyone,No,No,No
Antenna Tool Premium,TOOLS,4.5,14,29,500,Paid,0.99,Everyone,No,No,No
BN Pro Percent White HD Text,Others,4,45,0.335,5000,Free,0,Everyone,No,No,No
Learn 50 languages,Others,,55256,14,5000000,Free,0,Everyone,Yes,Yes,No
Video Maker with Photo and Music,PHOTOGRAPHY,4.3,4871,30,1000000,Free,0,Everyone,Yes,No,No
번개장터 - 취향을 잇는 중고거래,Others,4.3,100834,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,4.6,3362,0.756,50000,Free,0,Everyone,No,Yes,No
Word Search Games in english,FAMILY,4.3,63186,16,10000000,Free,0,Everyone,Yes,Yes,No
Talking Tom Cat 2,FAMILY,4.3,312204,55,19970000,Free,0,Everyone 10+,Yes,Yes,No
What is my IP address,TOOLS,4.5,4228,0.656,500000,Free,0,Everyone,Yes,No,No
Tracks,HEALTH_AND_FITNESS,4.6,623,40,50000,Free,0,Everyone 10+,Yes,Yes,No
Rope'n'Fly 4,GAME,4.1,234606,59,10000000,Free,0,Everyone,Yes,Yes,No
"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4,122595,30,1000000,Free,0,Everyone,No,No,No
CB Pay,FINANCE,4.5,198,11,10000,Free,0,Everyone,No,No,No
Motorbike Driving Simulator 3D,GAME,3.9,178723,65,10000000,Free,0,Everyone,Yes,Yes,No
Vivid Seats | Event Tickets,Others,2.8,16072,270,1000000,Free,0,Everyone,No,No,Yes
Guardians of Ancora,FAMILY,4.4,969,26,50000,Free,0,Everyone,No,No,No
Hangman,FAMILY,4.4,23302,12,5000000,Free,0,Everyone,No,No,No
EK Platinum,LIFESTYLE,3.8,52,10,10000,Free,0,Everyone,No,No,No
CB Frequencies FREE!,TOOLS,3.1,364,23,100000,Free,0,Everyone,Yes,No,No
BC Navigator,FAMILY,4.4,21,32,1000,Free,0,Everyone,No,No,No
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13,5000000,Free,0,Teen,Yes,Yes,No
Zenith Bank Mobile App,FINANCE,,7215,18,1000000,Free,0,Everyone,No,No,No
Instagram,Others,3.8,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
Tanks A Lot! - Realtime Multiplayer Battle Arena,Others,4.4,241910,270,10000000,Free,0,Everyone 10+,Yes,Yes,Yes
Learn Basic C - For Beginners,FAMILY,4.7,27,0.772,5000,Free,0,Everyone,No,No,No
Gun Disassembly 2,FAMILY,4.1,26347,48,1000000,Free,0,Everyone 10+,No,Yes,No
daskal.eu,FAMILY,5,5,15,50,Free,0,Everyone,No,No,No
Prana Breath: Calm & Meditate,HEALTH_AND_FITNESS,4.8,31665,84,1000000,Free,0,Everyone,No,Yes,Yes
Blood Pressure Companion,MEDICAL,4.2,178,48,1000,Paid,0.99,Everyone,No,Yes,No
"Bluecoins Finance: Budget, Money & Expense Manager",FINANCE,4.7,26408,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Steam: Rails to Riches,FAMILY,4.2,214,67,5000,Paid,4.99,Everyone,No,Yes,No
Super Flashlight + LED,TOOLS,4.3,54207,44,5000000,Free,0,Everyone,Yes,No,No
Hum Ek Hain 2.02,Others,5,2,18,10,Free,0,Teen,No,No,No
CheckPoints 🏆 Rewards App,Others,4.1,23187,25,1000000,Free,0,Everyone,Yes,No,No
Alt-C,PRODUCTIVITY,4,499,47,10000,Free,0,Everyone,No,No,No
My Virtual Boyfriend,FAMILY,4.3,105,51,1000,Paid,0.99,Teen,Yes,Yes,No
"Apartment List: Housing, Apt, and Property Rentals",Others,4.5,8481,75,1000000,Free,0,Everyone,No,No,No
5-Minute Clinical Consult,MEDICAL,4.1,84,61,10000,Free,0,Everyone,No,Yes,No
Jetting for Honda CR dirt bike,SPORTS,4.1,7,34,100,Paid,3.49,Everyone,No,No,No
To-do list,PRODUCTIVITY,4.4,688,44,50000,Free,0,Everyone,No,No,No
Cash App,FINANCE,4,34428,15,10000000,Free,0,Everyone,No,No,No
TANGEDCO Mobile App (Official),BUSINESS,3.3,2915,33,500000,Free,0,Everyone,No,No,No
Hungry Shark World,GAME,4.5,312204,27,19970000,Free,0,Teen,Yes,Yes,Yes
Anime X Wallpaper,PERSONALIZATION,4.7,32613,32,1000000,Free,0,Everyone,Yes,No,No
Goal Live Scores,SPORTS,4.4,232423,35,5000000,Free,0,Everyone,Yes,No,No
Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,78,100000,Free,0,Everyone,Yes,No,No
IZ2UUF Morse Koch CW,COMMUNICATION,4.6,649,0.837,50000,Free,0,Everyone,No,Yes,No
Offroad Cruiser,FAMILY,4.3,42432,36,1000000,Free,0,Everyone,Yes,No,No
"Clean My House – Chore To Do List, Task Scheduler",PRODUCTIVITY,4.1,661,34,100000,Free,0,Everyone,Yes,Yes,No
BJJ Roadmap by Stephan Kesting,SPORTS,4.6,969,36,10000,Free,0,Everyone,No,Yes,No
CX_WiFiUFO,SPORTS,3.7,818,53,100000,Free,0,Everyone,No,No,No
Weight Loss Running by Verv,HEALTH_AND_FITNESS,4.5,27393,59,1000000,Free,0,Mature 17+,Yes,Yes,No
AliExpress,Others,4.6,312204,270,19970000,Free,0,Teen,No,No,Yes
"Sports.ru - Football Live scores, news and results",SPORTS,4,57161,270,1000000,Free,0,Everyone,Yes,Yes,Yes
